"paraphrase_id","itemid","paraphrase_count","paraphrase","paraphrase_date","issue_id"
"1726","748","1","Keith Jagrs (KeithJagrs) said I'd like 
to help in the definition of roadmap. I think it's essential. 
Peter Sullivan (psu) agreed, but said that the 
Biggest problem will be that we can't 
realistically put dates on but we 
have cross-dependancies. For instance, 
we didn't really want to start on apps 
until we have a prototype app server. Although this particular 
issue was resolved, further ones would occour as features in the 
packages became dependant on features in the tools.","2002-10-23","53"
"1727","748","2","Keith suggested Maybe it is better to put 
efforts on tools first, then in packages. Peter said 
that's sort of what we've done, I guess - 
the Tools are not pefect, but I think they belie their 0.x.0 or 0.0.x 
version numbers in terms of kick-ass functionality. 
Keith said so in terms of commercial apps, 
what would be some more accurate version numbers for the current 
releases? Derek Neighbors (revDeke) felt 
if windows is on 2000 forms is at least 
at version 10.0 - compared to other opensource (sic) stuff we are 
probably somewhere between 1.0 and 2.0 - it all depends. 
However, apache, gtk and the likes were 
good about version numbering and so i think 0.4.0 is realistic if you 
use them as a baseline - if you use other projects claiming to be 
version 8.0 and such we are probably similar.","2002-10-23","53"
"1728","748","3","Derek said i have been screaming 
roadmap for a bit - its not that simple though. 
we have multiple things going on 
- so its hard to compile a road map - as things are 
interdependent - so you need to do all roadmaps in a cohesive 
manner. Keith felt that a roadmap 
should be done on concensus. not one persons effort. 
Derek agreed, but thats huge task :)
with lots of players - i suspect someone will have to compile the 
TODOs of the tools and such - and make a draft roadmap and solicit 
feedback - and modify the feedback into the roadmaps, rinse and 
repeat a few times - and there is something go by. The other issue 
is getting a road map might not be too bad for the 'next' release 
but a good roadmap will include 2 to 3 releases out.","2002-10-23","53"
"1729","748","4","Keith, reprising 
, 
asked what about setting up a 
Wiki? Derek said i think wiki 
is good for user driven content that needs minimal controls -
but official documentation, guides, roadmaps and such - that need 
tighter review and control are not good for wiki IMHO. 
Nick Rusnov (nickr) noted most wikis 
these days allow you to have at least access control. 
Peter said we already have 10 
channels of communication such as mailing lists and IRC 
- /me would support a wiki if it 
replaced some of those - rather than just became number 
11.","2002-10-23","53"
"1730","748","5","Keith said I favor a webforum for 
instance, instead of a mailing list. (but thats is just my 
opinion). Peter said we 
tried that for about a year - I was responsible for killing it
as no-one was using it. Daniel Baumann (chillywilly) 
said that was not exatly the same 
thing - PHPNuke is like a news site - PHPBB or something 
similar would be a forum. Peter said 
the real focus of this project 
for good or ill is IRC - mostly for good, IMHO. 
Daniel agreed - we have IRC so 
this is our support system ;). Keith felt that 
as the user base or contributors grow, 
a forum is better suited than a mailing list. 
Derek said webforums suck for 
developers - i have no problem people making what works best 
for them - but dont expect developers (those most capable of 
helping) to spread accross 15 different mediums. 
Nick Rusnov (nickr) felt that mailing 
lists are great because they are easy to ignore - it takes no 
effort. Keith said not for 
developers then. but for discussions on features an such.
and roadmaps. Web forums were 
easier to browse than a mailing lists 
archive. James Thompson (jamest) said 
we did forums, long long ago at 
peoples insistance (is that a word? :) - anyway, we set them 
up and they got used exactly ZERO times - kinda ticked me off 
to be honest :) Peter suggested 
the best way is to hard-wire our 
brains together in a neural net - then we'd all finally 
understand chillywilly. James said 
no way I want to know what goes 
on in chillywilly's brain man - i barely can keep track of 
the voices in my head let alone his.","2002-10-23","53"
"1731","749","1","Further to 
, 
Nicholas Lee (esands) asked Anyone suggest a 
good data modeller? There doesn't seem to much free stuff. 
Daniel Baumann (chillywilly) suggested dia 
;). Nicholas said this doesn't generate 
sql though.  I just managed to get 
pgdesigner 
compiled. Simple but looks useful He had also looked at 
http://www.alzabo.org/ 
(perl nightmare to install, needs mason). Charles Rouzer 
(Mr_You) wondered if you could build that 
into GNUe. maybe one day ;-) maybe GNUe Designer could have ""New->Form"" 
and ""New->Schema"" or somethin. Nicholas said 
I guess someone could - pgdesigner is in 
c++ - Problem is with SQL is that different DBs have different 
requirements. Charles said well, 
I guess it would only be useful for designer. unless you wanted to be 
able to create tables from a Form. Nicholas was concerned 
about the security implications of this. Charles said 
well.. to create/edit Forms it requires 
you have some sort of ability to build a database table.. as things 
get complicated a schema designer is a good addition to Form 
building. it would fit right in with Designer. right now I think it 
reads schemas - actually I 
guess it just reads individual tables. I believe the wizard will 
query your datasource (db table) and help build a form.
Nicholas said I guess in that sense, 
doesn't help you put together then schema though. 
Charles agreed - the schema would mean 
multiple tables.. so now we have another wish list item 
;-). Daniel Baumann (chillywilly) said 
there's multi-datasource in the works 
already - he had seen some commits to CVS about this.","2002-10-23","53"
"1732","749","2","
Some days later, 
Daniel Baumann (chillywilly) asked does 
designer do db schemas yet? Jason Cater (jcater) said 
not well - it still has a ways to 
go. Nicholas Lee (esands) said 
supposely with some xsl and dia you can.  
pgdesigner can do the job as well. Daniel said 
we have an xml schema format and
Jan Ischebeck (siesel) was working on 
integrating things - it is borrowed from dcl I believe.","2002-10-23","53"
"1733","750","1","Lawrence (lawrence) reported still geting 
a Segmentation fault with gnue-forms - Splash screen comes up; then 
font chooser; then segv - gnue-designer is fine. 
Jason Cater (jacter) asked can you try 
running with the -s option, and seeing if it still segfaults?. 
Lawrence confirmed looks like -s option did the 
trick! Jason said you probably 
want to modify your gnue.conf file with:
[forms]
disableSplash = 1
- then you won't have to use the -s option all the time. 
He added we are having some issues 
with timeouts on our splash screen - it rears it's ugly head on 
slower machines. I guess we either need to find a solution, or 
disable the splashscreen by default :( He explained
the problem is, if the splashscreen 
tries to disappear before the main screen is completely drawn
it segfaults. We can increase the timer more - but that's 
avoiding the problem, not fixing it :) Lawrence said 
slow machine? 1.4 athalon with 
a gig of memory not fast enough? Jason said 
wow - this is the first time we've seen 
this problem on any thing faster than a 266Mhz.","2002-10-24","53"
"1734","751","1","Bajusz Tamás (btami) pasted some code he had added to 
his sitecustomize.py 
file to avoid having to set 
different encodings. Arturas Kriukovas (Arturas) asked 
if this meant offering final user 
to modify his/her sitecustomize.py to enable GNUe work with 
his/her encoding? Bajusz said 
no and yes :) - i imagine that 
setup process puts sitecustomize.py into some right 
place normally, rather than the user setting it every 
time. Arturas noted that one 
linux guru noticed, that forcing users to modify 
sutecustomize.py is no good for several reasons - the most 
simpliest case would be some other software that needs current 
sitecustomize and it can't work with other sitecustomize and 
GNUe, that can't work with current sitecustomize - it's good 
for us as developers - it's good for some users - but we can't 
enforce this - and we should be able to support encodings as 
well as possible with current sitecustomize.py. 
Bajusz said maybe we can offer 
this if there isn't any sitecustomize.py existing 
already. Arturas said [i _think_ 
(i don't know this for sure) that installing python installs 
sitecustomize.py] automatically. Bajusz said 
in win32 and python 2.1 2.2 the 
file doesn't exist per default - and i think forcing enduser to 
make this file then write somethong into it was not very 
user-friendly - plus he have to 
know what is your encoding name. Arturas said 
the idea is pretty good
but at the moment, his priority was getting a 
working setup-cvs.py for windows 
:) :) :), as discussed in 
 and previous threads.","2002-10-24","53"
"1735","752","1","It was reported that the GNUe Debian packages did not seem 
to work - the error message (a python Tracebabck) was pasted. 
Nick Rusnov (nickr) said that indicates 
serious package breakage. Arturas Kriukovas (Arturas) 
asked you have all the dependencies, 
don't you? but Nick thought it was something more 
serious - I don't think that error would 
occur if there were missing dependencies. Later, the 
solution was uncovered. A previous version of GNUe, installed 
directly rather than using the Debian packages, was already 
on the system - removing this first solved the problem.","2002-10-24","53"
"1736","753","1","Derek Neighbors (revDeke) asked about adding support for 
the realtime updating of dropdown 
boxes, as discussed previously in 
. 
He explained what i have is a case 
of product categories that can have parents - the parents are 
in combo boxes - so if i add a new one - then add a second and 
want what i added as the first to be a parent, i have 
to shut the form down and restart it to get it to show in the 
dropdown. He would not object if the solution involved
doing it via triggers.
Jason Cater (jcater) said I'm adding a 
resetForeignKey, but do note that you are programming for 
specific UI features if using a combo that way.","2002-10-24","53"
"1737","753","2","Later, Jan Ischebeck (siesel) said 
I've tried to build a testcase for 
that resetForeignKey() statement, but there are some issues, 
which need to change a bit of code in common - 
its the parameter stuff which made 
me changing stuff. i've made a form with two dropdowns. The 
user can choose a state in the first, and should choose a city 
in the next and will get displayed the zipcode in an style=label 
entry. The second dropdown is using a parameter in a condition 
to display just the cities from the state chosen in the first 
dropdown. So I added a setParameter function. But that didn't 
work because of caching parameters values in the cparam class 
and because of the dbsig dbdriver replacing the staticCondidition 
by a preparsed string :( - which is also the reason of passing 
a parameter in the command line is not working at the 
moment. Jason said hmm - 
I had intended on runtime parameters to be read only - /me is 
trying to think through your example. He said 
I guess they don't have to be - 
I suppose we can add a setParameter and get rid of the caching 
code. Jan said other 
possibilities would be to have a 'populateForeignKey' or a 
'add/change staticConditions'. Jason doubted that 
the caching code speeded things 
up much anyway.","2002-10-24","53"
"1738","753","3","Jan pointed to the problem line of code he wanted to change - 
This will change the GObj tree.
Jason wondered should we NOT modify the 
GObj tree in _dbsig - but still create the static condition - 
but add an invalidateCachedConditions() method. He 
explained it recursively changes stuff 
until you are left with a single string - so that it only has to 
do that once - in the end, 
there's only one node. This meant that 
there's not a clean solution to 
adding support for changable runtime 
parameters.","2002-10-24","53"
"1739","753","4","Jan said the other possibility 
would be to change the staticConditions using a trigger. 
Jason said so you are thinking we could 
add a setCondition(<GCondition tree>) method to GDataSource?
or something like that? Jan agreed - 
its just a bit OVERKILL for just 
changing a parameter - I mean, I would like to have both 
possibilities. Jason agreed, but 
what you are describing is not
the typical use of a parameter - 
although I'm not opposed to having a setParameter - 
as long as we don't add much more overhead to 
datasources. He gave a specific example - 
I have one report using GNUe Reports 
right now that's a master/detail report - there's approx 1,800 
records in the master datasource - so that's 1,800 times the 
child datasource is run - and 
I have much more complex reports to 
do.","2002-10-24","53"
"1740","753","5","Jan said my actual patch to have 
parameter working is just to NOT cache the static part of the 
parameters - If reports is getting too slow we still can add 
caching, and probably in a better way :) Jason said 
so, the plans are to add a 
DataSource.setCondition() and a Form.setParameter() and remove 
parameter caching? We can see how that works. I may be worried 
about nothing :) - but you do understand my worry about reports, 
right? Jan said I fully 
understand. And I finally know why you add that caching line to 
parameters.","2002-10-24","53"
"1741","753","6","
Some days later, Jason said he was
almost ready for a 0.4.1 release of 
stuff. Derek asked did 
we come up with a way to update lu comboboxes? we had 
discussed using triggers or the likes. Jason said 
it's not fully tested - but we 
have an Entry.resetForeignKey(). Derek said he had 
a form he wanted to test it with - 
and if it works for me you 
can probably put in 0.4.1 ;). Jason 
asked how does this form work?
as that determines where you'd put it. Derek said 
the table had id, description, 
parent but some ids were also parents - 
basically the category table is a 
foreign key to its self. Jason said 
we can do this - BUT any new ""childs"" 
will need to be committed to the database before we can get 
the dropdown to update. Derek agreed - 
i was going to put the resetFK
in the postcommit trigger.","2002-10-24","53"
"1742","753","7","He tried it, and reported didnt 
work, BUT didnt get a bunch of errors :) Looking at 
the debug messages, Jason said the 
trigger is working - wx is just not refreshing 
properly because of the way 
we use it. However, this is 
good though - you now have the form the way it needs to be - 
it's just we have to get forms client
 p to par w/the 
GNUe Forms Definition (.gfd). Derek asked 
how hard would 
it be to fix the resetkey to update widget? Jason 
said he could probably do tomorrow
- if I have a sample form to play with.","2002-10-24","53"
"1743","754","1","Lawrence (lawrence) asked is there a gnue 
reference database used for demos? Derek Neighbors (revDeke) 
said most of the samples have sql create 
scripts to create teh database to run the demos - currently they 
are for postgres BUT i plan (or someone else could) convert them 
to use GNUe Schema Definition - in which case all dbs woudl be 
supported :) He added im 
thinking maybe we make gear files and navigator files - and one 
of the launchers on the navigator runs the actual db create 
scripts?","2002-10-24","53"
"1744","754","2","Later, Lawrence asked Does 
any know of a good reference database that would work well with 
gnue? MS uses Northwind. Jason Cater (jcater) said 
we need one - I was thinking about that 
when writing the developer's guidfe - it would make samples much 
easier. Lawrence asked does 
SAP-DB come with one?. Derek replied 
yes i believe it does. 
Lawrence said the scott tiger sample database used by Oracle 
is not that complete last time i 
looked. Jason said that 
scott/tiger is a good start - that's 
one thing I liked about Oracle's books - every one of their 
manuals (and boy did they have a LOT of manuals) all used examples 
based on the scott/tiger db - I'd like to see us do something 
similar. Lawrence said I'll 
work on one - does any one have suggestions? Jason said 
well, if possible, it shouldn't be 
country-specific - like ""zip codes"" etc - (that's the example I 
used in the developer's guide, but I need a better one). 
Lawrence noted that date and times 
are all country specific.","2002-10-24","53"
"1745","755","1","Jason Cater (jcater) pointed to the 
PDF
version of the Developer's Guide - the source was in CVS, but he asked
people not to submit any changes yet as it was a binary file 
(OpenOffice .sxw) and he had uncommitted changes, which CVS would not 
be able to merge properly. Derek Neighbors (revDeke) asked 
did you get the link i sent about filter 
to always use uncompressed xml when saving OpenOffice files, 
so that they could be maintained properly in CVS? Jason said 
yeah - I need to look at that - he 
had not had an opportunity to yet.","2002-10-24","53"
"1746","755","2","Derek dug up an old document on 
GNUe 
release procedures which he would 
like to revamp and 
make it so we can hand a release 
checkoff to non developers. Jason suggested a 
revised version involving lots of vodka, setup.py files, rum, 
the mcmillan packager, headache tablets and tequila. Derek said 
rofl - no wonder we never release - 
its too expensive :).","2002-10-24","53"
"1747","755","3","Jan Ischebeck (siesel) noted that the 
new openoffice developer version should support docbook 
import+export. Jason said not 
really - they say that - but that's what I'm using - and it 
doesn't have it. I think you need Java 1.4 installed - plus a 
few other things.","2002-10-24","53"
"1748","755","4","Jan also asked what 
about the next release? will it be 0.4.1 (i.e. bugfixing) or 
a 0.5.0 ? Jason suggested 
if I get curses working well in 
short time 0.5.0 - if not, 0.4.1. Also, 
I don't want to go 0.5.0 without a 
good developer's guide finished - well, finished is a bad 
word - usable :) Jan said btw. 
the developers guide is great. finally I know how to add 
timestamps, etc. :)","2002-10-24","53"
"1749","755","5","Derek STRONGLY warns all those silly 
people thinking this developers guide is a good thing - that jamest 
and jcater plot to torture users - you see if you make a really great 
user guide and release it - and people find it useful - then when you 
release 0.5.0 and half the implementation is different - it makes for 
great luser torture :). Jan agreed - 
that's the problem with documentation: 
you have to update it. :)","2002-10-24","53"
"1750","755","6","Derek reported some problems with spacing when printing out the 
Developer's Guide from a non-free PDF viewer - all he had 
available at his current location. Jason said there appeared to be 
no problem with acroreader and 
Lawrence confirmed it was fine with ghostview. However, Jason warned 
I'm having to use ps2pdf (after printing 
to PS within openoffice) - and ps2pdf is known for crappy, crappy 
font handling. OpenOffice 643 
has an ""Export to PDF"" menu option - but she segfaults every single 
time I try it - so as soon as OO gets that working - I'm sure it'll 
be irrelevant.","2002-10-24","53"
"1751","755","7","
Some days later, Jason said he had put an 
updated developer's guide at 

http://www.gnuenterprise.org/~jcater/Developers-Guide.pdf
(for those reviewing it) - I'm at 598 pages now 
before correcting this to 58 - 
maybe 598 if you try to print the PS to a non-PS printer. 
Nicholas Lee (esands) said damn 598 
pages would be a book.  So who's going to write the GNue book?  
I hear if you are an author with Oreilly you get all their other books 
for free. ;). Jason said he expects 
the Developer's Intro to be over 200 pages by the 
time he had finished - not that 
I'm counting pages or anything :). He was especially 
pleased that the entire Appendix B
was created with a python script which reads the stuff in 
GFParser.py and automatically documented it. 
Daniel Baumann (chillywilly) asked 
what format does OO use, just 
it's own thing? Jason said 
yeah, it's own XML format.
Daniel asked if it lets you save 
as pdf? Jason said no, but 
ps2pdf does :) The latest version of Open Office
actually has an Export As PDF 
but it doesn't work - but that 
means they plan to have it on the next stable 
release.","2002-10-24","53"
"1752","755","8","Later, Derek Neighbors (derek) said 
in all seriousness a gnue book 
is in the works not from oreilly - oreilly doesnt match our 
principles - we deal with a real publisher that respects the 
GFDL :) However, until 
its more official we generally dont discuss - i believe our 
very own peter sullivan will be the primary author.","2002-10-24","53"
"1753","756","1","Lawrence (lawrence) felt that, in Jason Cater's 
goat
cartoon, the goat needs a hat, 
holster and gun - his name would be Wyatt Erp, background will 
need $AP, People $oft  tombstones. Derek Neighbors 
(derek) said i would agree but i 
sadly have respect for sap now :( - such a shame - but doing a 
SAP-DB as GPL and the amount they are putting into the community 
in that area just blows me away. Charles Rouzer (Mr_You) 
suggested I'm sure they would love 
the market share like Apache has. Derek said 
right now i would rather see 
navision, peachtree, quickbooks, greatplains - in the background 
as we will replace them first. Lawrence felt that SAP's 
decision to place SAP-DB under the GNU General Public License 
(GPL) had ulterior motives -- 
consulting. Derek said no 
doubt they have motives and im not saying i stand behind r/3 or 
mysap - just saying i have some respect for them, which i didnt 
before getting involved with sap-db. Peter Sullivan 
(psu) said in a way, people like SAP 
grokking free s/w is more important than volunteer projects like 
this - as in ""more joy in heaven over one sinner repenteth"" etc - 
of course, w/o the volunteer projects, free s/w would never have 
even got started. Derek agreed - 
that is my 'amazement' - 
that they chose the GPL instead of making the SAP Open License - 
some lawyer somewhere at SAP gets it. I am also amazed that they 
have about 10 people full time just answering community questions 
and interfacing with community for SAP-DB and about 100 person 
team total for SAP-DB.","2002-10-25","53"
"1754","757","1","Further to 
, 
Christian Selig (lupo) confirmed that the 
european GNUe devel meeting is 
organized - there will be a separate room, sponsored by 
reinhard - jan and I will bring laptops with us and keep 
everyone on track via IRC, unless
we have no net access, which I 
doubt). I will try to make some dia drawings when it makes 
sense. Main topic will be appserver design. I think that's 
the piece of GNUe which currently needs the most work.
When I understand appserver, I can try to write a crash-course 
for developers who want to use it, because it was an opaque 
technology to me.","2002-10-26","53"
"1755","758","1","Thinking further about some of the issues from 
, 
Charles Rouzer (Mr_You) asked does 
trigger code get executed on clients and appserver or 
both?. Andrew Mitchell (ajmitch) said 
mostly clients, depends on the form - 
not sure how well appserver does triggers at the moment, would 
have to ask siesel or reinhard. Charles noted that 
Jan Ischebeck (siesel) had said that the 
important trigger/business logic/consitence checking etc. should
be done in appserver, in case of javascript AND python 
clients. Andrew agreed - so 
that'd be remote triggers in appserver - there might be some stub 
code for calling that within the forms - i am not certain - just 
requires a simple xml-rpc call, i guess. However, 
it depends on the forms - most forms 
now have inline python triggers - but hopefully they'll move away 
from that. Charles said that the 
best route for the javascript client will be XMLRPC only.","2002-10-26","53"
"1756","758","2","Jason Cater (jcater) said that's going to 
be sooo damn much overhead - having remote-only triggers - can you 
imagine the communications between client and server for every 
single keystroke, etc. Charles said 
X has high overhead  but people still 
use it ;-). Jason said that, where an X server was 
shared among many clients, it was normal to have multiple/back-up
servers to avoid a SINGLE point of 
failure. Charles asked so how 
do you propose high avaibility appserver?  ;-) Jason said 
why do you assume I'd ever use appserver?
I think it's great people are wanting it and writing it - 
but that doesn't translate into me ever using it. 
Using an application server simply added another point of failure 
to the system. The same argument could in extremis be applied to 
the database server as well, but database servers added more value 
and there were hardware and software solutions for high-availablity 
of database servers already. He went the 
route of having middleware and my High Availability (HA) 
went <poop> :). 
He was not thrilled about GNUe requiring 
an appserver for all the accounting stuff - not thrilled at all
but that's not my call. Charles said 
ahh well you just use triggers for 
business logic? Jason felt this was part of what triggers 
were for in the first place. Charles said that 
appserver could provide HA capabilities 
at some point, but that was not the point - high-availability 
is expensive and not normally available 
to small biz, so avoiding Application Server to maintain 
HA was unnecessary. Jason said for a small 
business, you are adding yet one more layer that can, and at some 
point will, go wrong - /me works for a small biz - it's a statistics 
game - the more layers you add that can go down, the more often you 
go down. In my mind - until you have multiple database servers - 
something like an application server isn't gaining you anyhing
but rather costing you. He felt that the 
current trend toward middleware 
was not looking at historical evidence
and case studies. For some, middleware makes sense. But I see more 
times than not these days, ""if it's not N-tier, how on earth am I 
supposed to use it"" - Enterprises were successfully doing 2-tier 
(and even 1-tier) long before n-tier.","2002-10-26","53"
"1757","758","3","Daniel Baumann (chillywilly) said 
appserver should only have 
object/business rules in it not ""triggers"" as in ui events 
imho - triggers for forms is 
not necessarily methods/triggers for the appserver - as I agree 
with jcater you don't want frelling rpc calls for every little ui 
interaction. then again how 
often does a form hit the db? not on every single trigger does 
it? I don't think it works that way....","2002-10-26","53"
"1758","759","1","A problem was reporting when trying to build a very simple 
GNUe Form Definition with just two labels - this generated 
an error message 'There are no navigable widgets in this form.  
Unable to display.' Bajusz Tamás (btami) said 
it's a known error IIRC - 
try to add some field. 
The way that the Forms parser currently worked, a form 
required at least one field (as opposed to labels) in order 
to parse. it was ok before, 
but things changed :) i don't know the real reason.","2002-10-27","53"
"1759","760","1","Jan Ischebeck (siesel) said does 
anybody knows if gnue-forms runs on python1.5 too? Or why it 
doesn't work anymore. Jason Cater (jcater)
said it will not - it requires 2.0
- we use 2.0 features such as +=. Jan said he needed 
to get gnue running on a WIN CE 
2.11 device - and python2.2 for CE just runs on CE 3.0 
:( The third choice would be using WABA (java for palmtops) 
but the jclient is very very preliminary. Jason said 
he was not keen on reviving the Java Forms client. 
James Thompson (jamest) said i 
don't think going back to 1.5.2 is very feasible - 
we had quite a few 1.5.2 hacks that eventually drove us to 
2.0 - putting those hacks back in would be ugly. 
Jan emphasised that he was not proposing 
changing cvs, just thought of a 
private patch :). James still thought 
it would be rough - very 
rough - we had to do wierd class hacks to get cetain things 
to function. Jan asked which earlier versions of 
GNUe Forms had supported python 1.5 - 
so the switch to 2.0 was short 
before gnue forms 0.3.0, I think.","2002-10-27","53"
"1760","760","2","Derek Neighbors (revDeke) asked Jan why he was 
restricted to Windows CE 2.2. Jan said 
I have no money for a new PDA 
:(. Derek thinks 
perhaps you need to flash it and install something new on 
it :) He explained gnue 
should be focused on architectures to where its going more 
than where it is - that was a large part of the python 2.x 
decision. We figured by the time GNUe 1.0 ships - 2.x will 
be OLD - and 1.5.2 probably about unsupported. 
Jan said if I get forms 0.1.0 
working, its ok. The main aim is to present a working gnue 
on a PDA to a customer. If I get the project, they can use 
a Linux PDA. i.e. no porting needed. Derek said 
python should work no problem
- but we will likely need another UI client - qtopia more 
than likely - or something similar. He would 
recommend going to 
#handhelds.org and seeing if anyone there has any tips/hints 
suggestions to getting linux in some form working 
on Jan's existing PDA - this might be easier than 
re-writing GNUe. Also, what 
about curses version of gnue? give another 3 months and we 
can probably proof it on an iPAQ for you.","2002-10-27","53"
"1761","760","3","Derek discovered that 
familiarOS for iPAQ has
Integrated Python v2.0 w/ PyGtk and PyGDKImlib. - 
time to test out that gnue pygtk driver :)
Jason pointed out that the GNUe UI driver was for 
GTK2, not GTK, but Jan said it 
can be easily modified to work with GTK. - but Its 
possibly better to just install debian unstable on the 
iPAQ. Jason agreed - 
otherwise, how else do you get 
frozenbubbles easily? Derek noted that 
familiar provides 100% 
binary compatiablity to debian dpkg w/ ipkg - er the arm 
distribution - so in theroy if arm supports 
pygtk2.","2002-10-27","53"
"1762","760","4","He was very enthusiastic about the prospect of getting 
designer to run on an ipaq - 
/me can see techie meetings.... no more need to fall alseep 
one can design forms while in meetings, literally can have 
things DONE before you leave a meeting :) - instead of 
saying... ""that would only take five minutes"" and end 
of meeting give it to them and say ""that only took 5 
minutes"" ;). Jason asked about the screen 
resolution, and cringes at the 
thought of designing w/in 320x200 :). Derek 
said if you used 'virtual 
desktops' and a tabbed windows manager (like fluxbox) - 
it might be doable if you were designing forms for the 
iPAQ.","2002-10-27","53"
"1763","760","5","He had tried VERY hard to 
get some zaurus' on loan for development but sharp was 
really bad about it - stating they are only 200 thats cheap 
enough to 'buy'. i kept stating this is for FREE not 
PROPRIETARY software - and that likely more FREE software 
would only HELP Zaurus sales not HURT them - but the marketing 
drones i had to deal with basically were clueless :( 
HP/COMPAQ on the other hand is much more savvy - 
and understands the concept of symbiotic relationships - 
which is most odd as it should really be reversed seeing 
how zaurus is the linux pda and ipaq the pocketpc one....
go figure :)","2002-10-27","53"
"1764","761","1","Keith Jagrs (KeithJagrs) asked have 
you checked out erp5.org?
Derek Neighbors (derek) said it is what 
i had hoped the gnue.org community site could be like. He 
explained at one time i wanted to do 
somethign similar to erp5 - as it was needed - and we caught major 
crap for posting non gnue stuff - and it was confusing - it really 
needed to be a separate site. This was 
our old phpnuke site for gnue.org - 
i had hoped to do more an ERP community tyep of thing - but we 
needed to make it a second site - as to not confuse people - 
i.e. i agree with decisions we have made - and honestly we dont 
have resources to do a community site like that plus our 
project.","2002-10-27","53"
"1765","761","2","Keith asked taking its site aside, 
or its community, what do you think of their project, or their 
technical approach? Derek said 
i only saw it as an erp portal - 
and them trying to collect best of breed together. btw: this 
is one of the things gnue was supposed to do - compile stuff 
together in a sense - but i digress. He 
didnt see that they were actively 
'coding' anything - but rather consolidating/packaging existing 
things - i could be wrong i only looked for 10 seconds. 
Keith said it seems to me a peer 
project - they are based on Zope as the core for the app 
server.","2002-10-27","53"
"1766","762","1","Derek Neighbors (derek) asked where 
to put packages :) for gnue. He had to get some work for a 
client started asap - i have the stuff 
in private cvs - i would like to address what to do with that stuff
- as well as get mroe information on gear stuff. He wanted 
to spend minimal time talking (yeah 
amazing eh) and roll up sleeves and get a hacking - but im to point 
i need good place to put this stuff as im going to encourage others 
to contribute ASAP. acclite fits in that mix as well - a little 
clean up and really i think the base of 'stuff' is done -
i.e. product categories and product maintenance - which is the start 
of ordering/inventory/invoicing etc - i.e. partnumbers woot!. 
He was going to consider revamping the 
module writers guide or such - and start creating two tier module 
docs - and merging in louis accounting stuff and comparing to nola 
and such - /me is gung ho - ready for some public announcements and 
website updates and code committing. His main question was 
mainly where to put the work. 
Jason said I'd like to see this be the 
start of using separate modules - i.e., I'd like to see 
gnue-accounting - (or whatever you want to call it)","2002-10-27","53"
"1767","762","2","Derek said long term i want to know 
where we put on website (as discussed) - and package management.
i would like to see this be the start of packages on the website
i.e. official packages so to speak. I am down with modules but it 
gets shaky on data dictionaries - as if i make say CRM and Inovicing
- both use the contact database - so where do i put contact data 
dictionary stuff? If i put in crm then invoicing now depends on crm
- /me doesnt expect easy answer here or a instant solution as i 
think its MUCH more complicated than that. Jason said 
um - just put it somewhere - we'll move 
it around later :) Derek agreed - 
i wouldnt be opposed to saying X depends 
on Y for NOW - as having usable stuff will make folks so happy it 
shouldnt matter much - as long as we have an eye for a better solution 
long term. i also considered putting data dictionary all in one place
and loading all tables regardless of what you install - 
but then you only have to get the forms, reports etc of what you 
want. Jason agreed.","2002-10-27","53"
"1768","762","3","Jason asked what is the official stance 
on what you're doing? these are stepping stone packages? thesse 
are unofficial, but working solutions?. Derek said he did 
not mind - you know what i have to make
- about 3 or 4 folks are wanting identical thing - whether we make 
this an unofficial soslution using the framework and put in speical 
cvs and special website - or whether we put on gnue as official 
'starter' packages to be replaced later - or whether we say these 
are official packages that will grow over time - makes no difference 
to me. I just want to be able to advertise to solict 'help'.
He thought making them officially gnue 
likely will help gnue's image - look at our website, its apparent we 
want to offer working systems :). Jason had no strong views
either, but for political reasons, it may 
be best to have this as an unofficial solution using the framework - 
it's a tricky situation :) I can tell you now, it'll be ""damned if 
you do, damned if you don't"" - so choose your poison now and move 
on.","2002-10-27","53"
"1769","762","4","Jason would probably lean towards ""usable, 
but not quite official"" solution in a separate cvs (but on 
savannah) (the FSF's 
free software alternative to sourceforge) but 
still advertise on our website. Derek wondered 
why not just use existing 
CVS on GNUe's own server where we have 
acclite and/or UE stuff as of time of writing. Jason said 
he would like to see anon cvs 
but neither jamest or I are ready to open 
up GNUe's own server like that 
:). Derek remembered thats 
right no pserver there - ok i will start a project then on savannah
- make a little web page and such. Jason said 
I would name it gnue-????? and put on gnue 
website - just be careful with wording :) - so it's ""associated 
with"" GNue even if not in our main cvs repos.","2002-10-27","53"
"1770","762","5","
After midnight, Peter Sullivan (psu) said
I would still rather we 
did the back-office stuff packages + acclite rewrite
as ""real"" GNUe packages if at all possible - even if 
0.0.1 or 0.1.0 versions from 
a webmaster/PR point of 
view. He felt people 
would rather have packages that meet someone's need - 
and can be used as a basis for something more general - 
than get stuck in Proposal Hell for another 12-18 
months - if the problem was 
just the need to be seen 
to follow the proposal process - I would say change 
the process. Nicholas Lee (esands) asked 
WHat is the actually plan for 
acclite at the moment?  Current having hacked around 
the code somewhat it just seems to be a modified 
version of nola to work _somewhat_ with postgresql.  
Is someone working on forms for it? 
Peter said I believe that 
a couple of screens have been converted to GNUe Forms
- but that it has been a bit on back burner 
until now.","2002-10-27","53"
